id,question,answer,label,source
2512,为什么我的压缩文件在打开时总是出现错误？ 为什么我下载的压缩文件在打开时总是出现错误？ ,"1. 有可能你下载的压缩文件本身已经损毁.2. 如果你确定你下载的压缩文件是好的,那么重装一个压缩工具.3. 如果卸载后重装压缩工具比如WINRAR仍无法打开,那么是系统问题.你可以重装系统试试.",0,open_questions
910,我有一个计算机相关的问题，请用中文回答，什么是 多任务处理,32位windows操作系统中，多任务处理是指系统可同时运行多个进程，而每个进程也可同时执行多个线程。  一个线程是指程序的一条执行路径，它在系统指定的时间片中完成特定的功能。 系统不停地在多个线程之间切换，由于时间很短，看上去多个线程在同时运行。 或者对于在线程序可并行执行同时服务于多个用户称为多任务处理。  A.引入多任务处理是为了提高CPU的利用率B.Windows、IOS、Android等操作系统都支持多任务处理C.Windows 中的前台与后台任务都能分配到CPU的使用权,0,baike
4478,如何才能在分手后很快振作起来？是因为三观不同实在不合拍所以选择分开，如何才能不去回忆，如何才能不再难过，如何才能振作？,刚失恋一个月的人来了，我更有权力来回答这个问题，虽然这种问题很悲伤。 鉴于题主提供的信息不全我只好说说我自己的经历。 我和EX初中毕业谈到今年的4月，她是我的初恋，上了大学了以后。 她在深圳某大学我在三亚某学院，异地八个月后的某天晚上跟我提出了分手。 她劈腿了。 对于题主现在的情况，我只想说：慢慢来，慢慢来，慢慢来。 重要的事情要说三遍。 真的，一点都不能着急。 别控制自己不去想她，越想控制越难受。 答主刚失,0,open_questions
2855,孕育新生命的年轻家庭，要提前为宝宝做些什么准备？,哟哈，蟹腰。 我发现怀孕的时候，是在北京。 那天雾霾特别重，老公有事去了外地，我自己去楼下的药店买了验孕棒，还顺路打包了一个张亮麻辣烫回去。 吃完去厕所，连验了两根，都显示怀孕了。 我有一点懵，刚刚吃完的麻辣烫梗在喉咙里让我的胃有点难受，紧接着，眼泪就掉下来了。 熟悉我的读者可能知道，我在怀孕这件事上有点困难，能有孩子，对我，是一件很幸运很幸运的事情。 那天晚上我失眠了，我一直翻来覆去的想，在北京，我要,0,open_questions
9334,如何提高自信心，更有气场?,"Leon Festinger:在向下的社会比较中，作逆向比较，社会比较可以为个体提高自信心，并且成为合理自我完善的基础。 Ⅱ类似他人与差异他人的对比:在人际交往中，人们所进行的社会比较，一方面以类似的他人为比较对象，用以确认自己与他人相类似的属性，这是主要的社会比较。 另一方面还可跟不同的他人相比较，从反面确认自己的属性，以提高自我评价的可信度，同时有利于自己社会行为的发展。 这是一种辅助性的社会比较，明智的人善于把这两方面的社会比较结合起来，以完善自我评价。 比如:“那个男人很丑很矮，最重要的是他没素质”，所以我们会先入为主的认为『你很帅，很高，有素质』，不仅仅是我们，更有可能是你会增加很多自我欣赏。 而且相信很多人都会瞬间觉得你真的很优秀，因为当我们谈论一个“弱者”的时候我们普遍认为“自己不弱”，我们的视角是站在『差异他人对比』的基础之上。 ◎性格比较内向，没有气场的感觉。 ◎很多方面都不敢于表现，不敢于表达◎总是很不自信,要如何提升自信心呢？ 当你说你没有气场，不敢表达是否只看到了你的局限的一面？ 是否你还有更多的可能性和优点没有被发掘出来？ Ⅱ如何发现更多关于自身的优点？ 有研究发现，人类有400多种优势和多元智力，这些优势本身并不重要，重要的是你要知道自己的优势是什么，并且学会运用自己的这些优势，做独一无二的自己。 除此以外，找到自身优势后，还要继续不断提高，以求不断进步，因为优势并不是你独有。 成功者在发现自身优势之后，都会持续使用并强化自己的优势，从而使自己的优势更突出。 因此，若想成功，先要找到自己的优势，然后将其发挥到极致，之后不断打磨历练，才能不断精进。 心理发展学家加德纳(Howard Gardner)在1983年提出了多元智能理论，提出人类至少存在以下九种智能：语文智能， 逻辑数学智能，空间智能， 肢体运作智能，音乐智能，人际智能，内省智能等。 第一，专注于你的长处；第二，加强你的长处。 第三，找出无法克服的品性。 第四，改正不良习惯和不良品性。 第五，找出那些你所不该做的事情如果你不知道自己有什么优点可以问问身边的人，看看他们的观点有优点就有自信，祝好！ ZQ",0,psychology
1321,我有一个计算机相关的问题，请用中文回答，什么是 助记符,助记符（mnemonic）是便于人们记忆、并能描述指令功能和指令操作数的符号，助记符是表明指令功能的英语单词或其缩写。  汇编语言由于采用了助记符号来编写程序，比用机器语言的二进制代码编程要方便些，在一定程度上简化了编程过程。 汇编语言的特点是用符号代替了机器指令代码，而且助记符与指令代码一一对应，基本保留了机器语言的灵活性。 使用汇编语言能面向机器并较好地发挥机器的特性，得到质量较高的程序。  按指令作用对象来分，可分为伪指令和真指令（硬指令）。 伪指令也就是作用于汇编程序的命令；真指令就是作用于真正处理器的命令。,0,baike
9578,结婚一年没性生活，我出轨了，这样的婚姻还能继续吗？,为什么是维持，不是改善？ 维持意味着保留问题，继续。 改善意味着成长。 通过你的描述，试一下，会发生什么太大变化吗？ 亲密关系会变好吗？ 已经一年了，没用变好，甚至更坏了。 如果你想试一下，就试着维持吧。 如果你想试着改善你们的亲密关系，性生活，可以预约我，我们看看怎么啦，是不是真的解决不了，如果想分开，我们也可以聊聊。 维持总归不是一个长久之计，维持很多时候意味着拉扯不清。,0,psychology
8620,我是做服装生意今年44岁，儿子今年23岁,你可以去死了，这样祸害和纵容自己的儿子，不要脸，你老公在天之灵不会放过你！ 乱伦可耻！ 你怎么不知羞耻呢？ 一个老女人和自己的亲生骨肉做爱还描述的信誓旦旦！ 就算你是正常的，但是你已经毁了你孩子的一生！ 这是一个母亲该做的吗？ 老婊砸，万一你儿子以后误入歧途，你情何以堪？ 不怕遭天谴吗？ 阿姨你真不要脸,0,psychology
4512,网页设计有前途吗？想学个网页设计 不知道还有前途没？ 更深的朝哪个方向发展呢？,作为一名网页设计是看了这么多，必须说几句了我是通过在大学自学的，现在是一名产品设计师，之前在国企做工程，但我依然辞职选择这行，原因就是因为工资待遇好，工作时间自由。 不知道大家说的800-1000 工资是从哪来的，可能是业余爱好者兼职的工资吧，网页设计不仅仅局限在画画图这么简单，初级的网页设计师都是只懂得html代码的简单布局，但在行业中切一个页面就45十起价，很简单的那种，稍微难点200起，半天就能完成（两年,0,open_questions
9594,很在乎别人的看法，带着面具生活，如何做真实的自己？,也许过去经历到一些不如意时，你在别人那里更多得到的是指责、轻视这类的反应，所以渐渐地，自己也会给它们蒙上一层羞耻感，需要藏起来生怕被看见，殊不知，这些恰恰是我们生活中十分需要得到接纳与支持的时候。,0,psychology
7117,三亩地能贷款多少钱,我这里可以做无抵押贷,0,finance
9656,【脑洞】如果你是自己的咨询师，会定制什么样的方案？,这个问题好有意思，我想自己当初十八岁时还是挺迷茫的，如果我当时了解心理咨询并且也愿意接受咨询的话，现在的自己应该挺想抱抱十八岁的自己的😘，可能我会“陪伴”他一段时间，但这个时间不会太长，未来的路还得他自己走，在这段时间里面我会引导他发现自己“优点”以获得力量，也会初步与他讨论对一些事物的看法，让他看待事物更客观，打消他的一些顾虑，最终的关键是会让他知道未来越来越好要有希望😊。 至于关系可能更像是亦师亦友，每周见一次，每次都可以共同讨论，澄清奋斗的目标，然后共同向目标努力。 这个问题很有意思，谢谢提醒我们可以自己温暖自己，不知道这些回答可满意？ 😋,0,psychology
8905,高中生见识到上流社会后，心理强烈失衡怎么办？,第一，你怎么就能那么确定你是同性恋呢？ 在这个年纪性取向不明，性取向概念模糊的时候，你怎么就能那么肯定那么确定自己就是同性恋呢？ 第二，你真的是开眼界了吗？ 开眼界就是见识了别人的生活多么奢靡，对比之下自己是多么惨不忍睹？ 开眼界就是攀比吗？ 一个不知所谓的人的不知所谓的话，他说来就是要激怒你，打击你的，显然你落入了他的圈套，他成功地激怒了你，打击到了你。 你看来他前途光明，高高在上，又对他恨之入骨。 他真的就那么优越吗？ 原谅你的年轻！ 他不是那么优越，他内心是卑微的、无助的，所以他才要打击你、激怒你，以显示他的优越、平衡他内心的卑微与无助。 你…… 可以拥有幸福的未来！,0,psychology
2424,我买的上面写是拉长的可以直接加水吗？ 睫毛膏很干怎么办？我买的上面写是水拉长的可以直接加水吗？ ,可以加水也可以加V油活甘油，但睫毛膏一般用的时间最长的也就6个月，平时还有注意别老开进入很多空气,0,open_questions
6664,社保不交会影响买房贷款吗,如果没有一般就需要你直接联系当地柜台个贷部门提供你的个人信息以及所购房产况办理申请。 若你是需要办理二手楼贷款，一般是在你办理房产过户手续之前，向银行提出贷款申请。 你通过联系当地柜台个贷部门提供你的具体信息以及所购房产情况，由柜台个贷部门这边审核你的综合情况后确定能否办理。,0,finance
4157,你有哪些基于个人经验的神秘主义规律可以供大家分享？譬如：上海地区的情侣，凡一起去过杭州玩的必分手。无需科学性，只需表达出就你个人观察成立的结论即可。,1，人类发展到现在，除非你是不世出的天才，否则不管你认为自己想出的多么惊世骇俗的想法和理论，都先别激动，去查查看，一定已经有人想出过了。 2，所有的口误其实都是内心真实的想法，所以，如果你能判定别人的说法确实是口误的话，那么相信它如果你自己不小心有了口误的话，那么倾听它。 典型例子在婚礼圣坛上叫错名字。 3，不要在晚上11点之后做生活中的重大决定，尽量不要，据我的观察，基本上没有好事情发生。 4，一,0,open_questions
4020,银行年终决算日都有哪些故事？今天是每年的银行年终决算日，在银行工作的知友在这一天都遇到过哪些无奈的事，有趣的事？<u>正经回答来这里<u>：,没错，年终决算夜一项传统福利就是食堂晚餐夜宵随便吃，一大屋子热热闹闹吃饭然后赶回去加班，一拨人来一拨人走，对于银行来说，这一夜是真正的除夕夜。 不过对于一个身处纯粹后台部门的家伙来说，整层楼的同事都下班了，今天晚上其实没什么任务可言。 加上食堂还在装修，没有免费餐可以吃，没有热闹景可以看，不如点一份马上要下架的原味鸡外卖，坐办公室聊聊决算日吧。 去年还在支行上班，人生头一次遇上决算日。 初来乍到，,0,open_questions
1916,面部提升手术需要多少钱？微创面部提升的价格 ,你好 楼主！ 如果是脸部的皱纹，做注射除皱或者激光除皱就可以了。 如果是妊娠纹那就做吸脂手术，费用稍微贵一点。 你好，如果你选择的是注射除皱的话，还是建议你到正规的三级整形医院，这样效果和安全比较有保障。 如果皱纹比较浅，用黄瓜片就可以了。 如果深一点的话，我还是建议你做注射除皱，效果好又快，价格大概在2～5万大城市的正规医院。 如果是面部除皱，建议到正规的整形医院，因为毕竟是在脸上做的，对容貌有很大影响。,0,open_questions
9501,回归现实中的世界，比做枪手天天码字抑郁下去来得好?,做生涯规划的时候，关于职业回报有一个公式：职业回报＝物质回报＋发展空间＋情感回报。 这三者很少同时在一份职业里都是高占比，比如模特，大多数人都是吃青春饭的，虽然物质回报高但是发展空间有限，不长久。 而情感回报，则是如工作氛围和谐，同事相处融洽，或是你有充足时间陪伴家人等等。 从楼主你的描述来看，生活费赚不够——物质回报不足；心力憔悴、很痛苦——情感回报不足。 所以，多问一句，发展空间有吗？ 楼主，我们聊点严肃正经的，除了死，还有脱离现有工作的路径吗？ 比如报个培训班学一项技术？ 会计？ 计算机？ 机械？ 行政？ 教育？ 还有吗？ 楼主，想想，从16岁到现在，你哪些是你的红点——你喜欢做的、做的不错的事情？ 而哪有又是你的黑点——你讨厌做的、做的不好的事情？ 你职业上新的可能，就在这里面哟！ 祝好！,0,psychology
8242,动迁时按人头给了动迁安置费，其中我个人的部分，我妈妈给了我一半，还有一半她说她来保管着，我想问如果离动迁过去3年后，她不给我，我能通过法律维护我的权益吗。,你好！ 如果属于成年人，建议协商解决，如果协商不成，可以委托专业律师向法院提起诉讼来维护当事人的合法权益，要求其返还属于你的拆迁款。 详情可来电来访！,0,law
6278,清远市什么时候被国务院批准设立地级市？,1988年1月7日经国务院批准设立清远地级市，同年2月28日正式挂牌成立。,0,nlpcc_dbqa
3809,在你心目中，最好的招聘广告是哪个？如果是有平面表现就最好了。,大量图片流量党慎入 收集了很多广告营销公司的招聘广告，创意公司招创意，不有点创意都不好意思出来招人。 有突出寻找身体特长的 有玩文字双关爱惜动物的 有假装算命先生拆文解字的 有文案飘忽关键靠字体和排版的 有挪用大型生活服务类节目名声来找人还不忘装作是要和你唠家常的 更不乏晓之以理动之以情惯用激将法的 综上所述，创意有时候其实就是好好说话。 想涨更多姿势，去这几个网站招聘版块感受一下： 广告门：一个,0,open_questions
8756,如何正确的认识心理咨询？,"""一起烛光晚餐""老师你在吗？ 快去楼上我的帖子下面看看，刚才那个冥顽不灵的dkXI在我的回复下面又说话了，先是说你不讲逻辑，又说我是""孩子""，我不就是个子矮点吗？ 他就左一句""孩子""，又一句""小孩""的叫我。 这分明是看不起我们矮个子的男生，烛光老师，你能忍吗？ ！快来主持公道啊！ 就在我的回复下面，恭候你的大驾！",0,psychology
6986,急用钱个人贷款，谁可帮我,贷多少啊~~~,0,finance
3026,如何评价韩国人金某疑似感染中东呼吸综合征（MERS）后仍到中国的行为？,感谢大家的祝福 果然问答社区是一个充满爱的地方！ 我妈并不是一线与病魔斗争的医生，更应该感谢的是那些ICU的医生还有各个科室去支援的医护人员！ 他们很多才20多岁，毕业了没几年，他们的勇气值得我们的钦佩。 分割线 我妈是接受这个韩国人医院的医生，据她说，现在每个科室都要派一名医护人员去ICU支援，而且是要求未婚的，怕是出了什么事对家庭影响较小。 。因此医院的,0,open_questions
9260,即将迈入婚姻，可是还是介意男朋友的外貌?,看起来你已经准备和他步入婚姻了，只是难以接受他的容貌。 那么是什么让你决定和他结婚，就变得十分重要。 一般来说，对容貌的追求的深层，有很多原因，比如完美主义倾向？ 挑剔的内心？ ～～对你来说是什么呢？ 作为成年人，你有权利选择自己中意的伴侣，如同你大爱榴莲的味道，但真的排斥榴莲的外表，那需要你自己来平衡两者，到底你愿意付出什么代价呢？ 但如果你期望苹果长出榴莲的味道，那必然是不可能的。 当然，人是可以整容的😖但孩子遗传了，咋办？ 你面临一个选择和决定，等等自己吧！ 不需要那么急着做决定的。 祝福！,0,psychology
628,我有一个计算机相关的问题，请用中文回答，什么是 数码相机,数码相机，英文全称：Digital Still Camera (DSC)，简称：Digital Camera (DC)，是数码照相机的简称，又名：数字式相机。 数码相机，是一种利用电子传感器把光学影像转换成电子数据的照相机。  按用途分为：单反相机，微单相机，卡片相机，长焦相机和家用相机等。 数码相机与普通照相机在胶卷上靠溴化银的化学变化来记录图像的原理不同，数字相机的传感器是一种光感应式的电荷耦合器件（CCD）或互补金属氧化物半导体（CMOS）。 在图像传输到计算机以前，通常会先储存在数码存储设备中（通常是使用闪存；软磁盘与可重复擦写光盘（CD-RW）已很少用于数字相机设备）。,0,baike
3756,大家摘抄过什么样的句子，可以使自己潸然泪下？相见不如怀念,今天刚摘抄的，一个个字打上电脑的，持续更新。 1. 经历一些得失，渐渐学会了独撑和豁达。 直到有一天， 再也不担心谁会走， 再也不在乎自己外形是否突出， 自己想要的，自己失去的， 都可以自己挣回来。 2. 其实那些生命中所谓的过客， 才是生命中的常客。 我们都需要知道， 生命， 不是活给别人看的。 3.最好的结局，是年幼无知时的接受，长大成人时的感恩，曾经接受到的恩泽，等自己有能力了再次回馈，让世间的美好，一直交替,0,open_questions
4580,有哪些让你相见恨晚的小众品牌值得推荐？,三更放在最前 推荐点小众化妆品就是收了广告费评论区有些人也是画风清奇 我又不是大V没几个粉丝 还糊弄你 exome？ 我推荐我的安利吃不吃随你 我又没用刀逼着你付账 而且我自认我回答的还算中肯 请你戾气不要那么重 我不想和你撕逼 可是我可以拉黑你呀 评论都不删 请各位仙女好好斟酌自行分辨 重点敲黑板：我只负责安利 请理性种草 众口难调 拒绝撕逼 不赞同请务必开另一个答案 在那里没有人限制你说话的自由 谢谢 谢邀 推荐,0,open_questions
4041,崇祯为什么要砍杀儿女？如题,大儿子，1644年被李自成封为宋王，李败退时不知所终。 定哀王朱慈炯，母庄烈愍皇后周氏，1644年不知所终。 永悼王朱慈照，母恭淑皇贵妃田氏，1644年不知所终。 剩下的儿子早早的就死了古代孩子夭折概率很高 换句话说，儿子的话，一般还会封一个违命侯昏候顺王啥的一堆东西，起码面子上还是过得去的 当然金啊清啊这些少数民族除外，朱三太子都九十多了还是被康熙给满门凌迟了 女儿的话，长平公主，年十六，帝选周显尚主,0,open_questions
4700,任何人都可以学习魔法吗？以及巫术和道术？存在天赋门槛这样的制约因素吗？是一个普通人，虽然小时候在马来目睹过灵异现象，但并不是女巫体质或者通灵体质，在这样的制约下可以学魔法占卜或者通灵吗？,具备正常身体素质经过后天锻炼都可以学道，毕竟内炼讲究的也是这些五脏六腑，师叔说过，一被开刀动过手术，这辈子都难修成。 觉得自己心性好看得开或者有各种奇葩心理障碍了，就合适学佛，嗯，最好还是得遇到一个很好的师父，这门要说起来就很深了。,0,open_questions
3896,想不通一件事，为什么沙皇对列宁等都这么仁慈?列宁，斯大林等被流放后，在监狱内可以喝牛奶，吃面包，也可以读书写作，学外语，研究经济学，法律。这待遇也太好了吧？,沙俄不少干革命的都是贵族子弟，好比如果是不少八旗子弟不提笼遛鸟而是跑去干革命你清再厉害还真敢杀了不成？ 杀吧，人家一家子都来怼你不杀吧，人家过一段时间放出来，还是闹革命，继续怼你。 反正你也不敢杀他。 何况你清大多数革命党还是泥腿子，不是一样被干翻了，而且还是在沙俄正式灭亡之前，整整早了五年。 此题无解。 顺便一提弗拉基米尔乌里扬诺夫他爹是沙俄小贵族，他本人也是：）,0,open_questions
6248,马锦明慈善基金马可宾纪念中学初中级的学生为什么不能在校外吃午饭？,为增加学生对学校的归属感，中一至中三（初中级）学生不可外出午膳。,0,nlpcc_dbqa
2742,「玫凯琳」的营销手段属于传销吗？如果不是，有什么区别于传销的地方？前不久一个朋友加入了玫凯琳，有了解这个产品的吗？,做美琳凯的都是些弱智。 一月工资175一月还天天想着自己的粉车别墅。 自己都不用脑子想。 在用眼睛去看？ 你们公司有多少人？ 一个月能升几个首席。 一套化妆品有多少钱？ 一天看看自己的工作室2030个人有时候一套也卖不出去。 哪来的粉车哪来的别墅哪来的月收入10万以上。 哪来的人人宝石明星。 哪来的个个粉车沙龙？ 如果有人有什么疑惑可以加我Q448374965对了我告诉你门它是一个什么样的运作模式：在美琳凯上班的就是美琳凯的客,0,open_questions
9231,不想结婚，怎么拒绝无休止的相亲？,怎么拒绝？ 这个其实很简单，就是告诉让你去相亲的人说“我不去相亲”。 然后不去就行了。 所以你的难题也许并非怎么拒绝，而是什么阻挡了你内心无法拒绝呢？ 另外，觉得单身挺好的，是你享受单身的状态，如同情侣们享受恋爱哪样嘛？ 听起来很像为了避免婚姻的麻烦，所以无奈的选择。 这些提问，都可以试着去探索，了解内心的真实才能够更好的支持自己。,0,psychology
9028,自己不是处女压力很大，经常失眠，不知如何面对以后,以前的处女是为了防止血亲间乱伦（交通不便，村子闭塞），血亲乱伦容易让后代得遗传病，所以被认为是扰乱种族延续的不道德行为，现在人群过度分散对于这种限制的忌讳也会有所减少。,0,psychology
3688,你见过问答社区最酷、最有情怀的一句话介绍是什么？如题,特别想在签名档补充一个，“本人并未委托维权骑士（维权骑士首家专为问答社区原创者维权的网站 ）为我的文章进行维权行动，但本人学过法律，特别想打官司练手，欢迎抄袭”,0,open_questions
4956,岭南大学香港同学会小学有哪些主要设施？,礼堂及操场各2个，课室22间，课室均安装电脑、投影机、电视机、音响设备、图书柜及空调，并设有图书馆、音乐室、电脑室、视觉艺术室，2个“加强辅导教学”课室支援有特殊学习需要人士。,0,nlpcc_dbqa
4256,通过跳绳瘦下来是一种怎么样的体验？,大一下学期到大三上学期，陆陆续续两年的时间，通过跳绳减肥，瘦了三十多斤，我想说跳绳这个减肥方式真的好适合我。 刚开始跳的时候热的汗流浃背，后来逐渐就不流汗了，可能是肥肉变少了？ 每次坚持半个多小时，如果不觉得累再转二十分钟呼啦圈。 其实不是每天都在跳，一周有个四五次吧，因为班里偶尔有别的活动或者自己去自修室学习，回来就懒得跳了。 每次都是七点半到八点半之间跳绳，感觉太晚了会影响睡眠太兴奋，毕竟它是全,0,open_questions
8615,我总觉得自己心里少了点什么，经常不快乐，生无可恋?,心中没有羁绊，因此做事也不会有顾忌，所以什么都不怕！ 也是心中没有羁绊，牵挂，没人理解，所以感觉孤独。 进一步分析解决需要详细了解！ <这是本人的工作平台qq2937132539 如有需要请联系>诚挚服务，帮你分析、解读人心、处理人际关系！ 依据本人处理问题的程度，给出你的心里佣金,0,psychology
7405,乙肝母亲可以给宝宝母乳喂养吗 无,你好，乙肝患者要根据病情来看，有些可以不治疗，如果HBV-DNA检验在正常值之内，加之肝功能正常，不用做任何治疗，想治疗乙肝，则需要检查一下肝功能和乙肝病毒量HBV-DNA，再决定是否需要用药。 目前为止，还没有特效药物和方法可以根治乙肝，不过，在对症的中医中药或西药治疗下，是可以达到肝功能正常且病毒量阴性的目标。 祝身体健康！,0,medicine
7031,欠招联金融7600逾期一年现在说让去让去法院是真的假的,真的上征信的,0,finance
6498,招商银行银联Young青年卡黑色金卡主卡审核要多久,审核通过后，我们会在2个工作日内为你制作卡片，然后按照账单地址以挂号信的方式为你寄送，一般挂号信的寄送时间在15天内，请你耐心等待。,0,finance
7083,银行卡转银行卡是怎么收费的,怎么收费的,0,finance
7767,一般的前列腺囊肿是什么引发的 治前列腺囊肿要多少钱前列腺囊肿费用，治前列腺囊肿要多少钱？这病好不好治疗呢治前列腺囊肿要多少钱？,你好，前列腺囊肿是由于前列腺腺体先天性或后天性原因而再次发生囊样发生改变。 先天性囊肿为副肾管萎缩不全，在正中线溶合，膀胱下构成个很深的憩室或囊肿，开口于前列腺尿道的后方。 后天性囊肿系由坚韧的前列腺基质致使腺泡不完全或间断性肠梗阻，逐渐使腺泡上皮变厚，终至再次发生潴留性囊肿。 你好！ 男性患上前列腺囊肿危害还是一些的，会使其精液中的精子遭到影响，使精子的活力下降，进而致使了男性不育。,0,medicine
7956,静脉曲张的药有哪种 我亲戚自从两年前的时候就发现自己得了静脉曲张的毛病，已经开始的时候也没救治，但是这段时间的时候感觉静脉曲张有些放柔了，所以就想救治几下，我亲戚想理解几下静脉曲张用药有哪些?,主静脉曲张多是因为长时间的伫立所致，要原因是由于先天性血管壁膜比较薄弱或长时间保持相同姿势很少发生改变，血液蓄积下肢，在日积月累的情况下摧毁静脉瓣膜而产生静脉压过高，是血管薄弱皮肤表面的症状。 符瑞曲克芦丁颗粒，是目前静脉曲张多是因为长时间的伫立所致，国家正式特批专门用来静脉曲张多是因为长时间的伫立所致，的高科技正规药物。 也是国内唯一的静脉曲张多是因为长时间的伫立所致，药品。,0,medicine
9500,和女朋友相处一年多，但是现在她想和前男友复合，咋办,如果，你女盆友就是个小孩，不懂得怎么去爱别人，她其实也没那么爱你，那你除开大男人权威的占有感，还愿意陪这样的她一起生活么？,0,psychology
4055,如何看待北医三院等医院的医用气体致近百人失明的事件？北京：59人被注射,转自法制晚报，原网页已被删除。 法晚深度即时（记者 张莹）国家卫计委新闻发言人刚刚就媒体报道的“医用气体致患者失明”事件，向法晚记者（微信公号ID：fzwb52165216）回应称：国家卫计委相关部门已经关注到此事，目前正在对事件开会研究中。 此前有媒体报道称，2015年6月有26名患者在江苏南通大学附属医院因为使用问题眼用全氟丙烷气体导致部分患者单眼致盲事件。 今天上午，媒体再一次报道称，还有59名患者在北京大学第三医,0,open_questions
